subject	predicate	object	datatype
bmir-radx:nih_heart_condition	rdfs:label	nih_heart_condition Data Element	xsd:string
obo:SYMP_0000458	rdfs:label	nausea	xsd:string
obo:MONDO_0005053	rdfs:label	ischemic disease	xsd:string
obo:HP_0000118	rdfs:label	Phenotypic abnormality	xsd:string
bmir-radx:nih_seizures_1	rdfs:label	nih_seizures Value, 1 (Yes)	xsd:string
bmir-radx:nih_psoriasis_99	rdfs:label	nih_psoriasis Value, 99 (Prefer not to answer)	xsd:string
obo:MONDO_0005020	rdfs:label	intestinal disorder	xsd:string
bmir-radx:nih_chronic_pain_0	rdfs:label	nih_chronic_pain Value, 0 (No)	xsd:string
evs:C17141	rdfs:label	Social Sciences	xsd:string
obo:MONDO_0005240	rdfs:label	kidney disorder	xsd:string
obo:PATO_0000125	rdfs:label	mass	xsd:string
bmir-radx:nih_sweating_1	rdfs:label	nih_sweating Value, 1 (Yes)	xsd:string
bmir-radx:nih_high_temp_0	rdfs:label	nih_high_temp Value, 0 (No)	xsd:string
<http://purl.bioontology.org/ontology/STY/T096>	rdfs:label	group	xsd:string
obo:MONDO_0005570	rdfs:label	hematologic disorder	xsd:string
bmir-radx:nih_immunocompromised_97	rdfs:label	nih_immunocompromised Value, 97 (Other)	xsd:string
obo:MONDO_0002050	rdfs:label	depressive disorder	xsd:string
bmir-radx:nih_arthritis	rdfs:label	nih_arthritis Data Element	xsd:string
bmir-radx:nih_thalassemia	rdfs:label	nih_thalassemia Data Element	xsd:string
bmir-radx:nih_thyroid_97	rdfs:label	nih_thyroid Value, 97 (Other)	xsd:string
bmir-radx:nih_employment_3	rdfs:label	nih_employment Value, 3 (Keeping household)	xsd:string
obo:PATO_0001995	rdfs:label	organismal quality	xsd:string
evs:C36292	rdfs:label	Laboratory Test Result	xsd:string
bmir-radx:nih_copd	rdfs:label	nih_copd Data Element	xsd:string
bmir-radx:nih_no_sympt_1	rdfs:label	nih_no_sympt Value, 1 (Yes)	xsd:string
bmir-radx:nih_history_smoking	rdfs:label	nih_history_smoking Data Element	xsd:string
bmir-radx:nih_coronary_artery_disease_angina	rdfs:label	nih_coronary_artery_disease_angina Data Element	xsd:string
bmir-radx:nih_arrhythmia	rdfs:label	nih_arrhythmia Data Element	xsd:string
bmir-radx:nih_zip	rdfs:label	nih_zip Data Element	xsd:string
bmir-radx:nih_chd_98	rdfs:label	nih_chd Value, 98 (Don’t know)	xsd:string
obo:MONDO_0007186	rdfs:label	gastroesophageal reflux disease	xsd:string
bmir-radx:nih_disability_97	rdfs:label	nih_disability Value, 97 (Other)	xsd:string
obo:GSSO_000229	rdfs:label	agent	xsd:string
bmir-radx:nih_headache	rdfs:label	nih_headache Data Element	xsd:string
bmir-radx:nih_cancer_active_treatment_97	rdfs:label	nih_cancer_active_treatment Value, 97 (Other)	xsd:string
bmir-radx:nih_seasonal_allergies_1	rdfs:label	nih_seasonal_allergies Value, 1 (Yes)	xsd:string
bmir-radx:nih_ethnicity_98	rdfs:label	nih_ethnicity Value, 98 (Don't Know)	xsd:string
bmir-radx:nih_mental_health_disorder_1	rdfs:label	nih_mental_health_disorder Value, 1 (Yes)	xsd:string
obo:MONDO_0007263	rdfs:label	cardiac rhythm disease	xsd:string
obo:SYMP_0000237	rdfs:label	congestion	xsd:string
bmir-radx:MedicalHistoryDataElement	rdfs:label	Medical History Section	xsd:string
bmir-radx:nih_anemia_1	rdfs:label	nih_anemia Value, 1 (Yes)	xsd:string
obo:SYMP_0000457	rdfs:label	abdominal pain	xsd:string
bmir-radx:nih_alz_1	rdfs:label	nih_alz Value, 1 (Yes)	xsd:string
obo:SYMP_0000567	rdfs:label	general symptom	xsd:string
obo:SYMP_0000446	rdfs:label	bloodshot eye	xsd:string
obo:MONDO_0005052	rdfs:label	irritable bowel syndrome	xsd:string
bmir-radx:nih_alc_sub_abuse_99	rdfs:label	nih_alc_sub_abuse Value, 99 (Prefer not to answer)	xsd:string
obo:MONDO_0018230	rdfs:label	skeletal dysplasia	xsd:string
bmir-radx:nih_seizures_0	rdfs:label	nih_seizures Value, 0 (No)	xsd:string
bmir-radx:nih_psoriasis_98	rdfs:label	nih_psoriasis Value, 98 (Don’t know)	xsd:string
obo:MONDO_0005151	rdfs:label	endocrine system disorder	xsd:string
evs:C18020	rdfs:label	Diagnostic Procedure	xsd:string
obo:PATO_0000047	rdfs:label	biological sex	xsd:string
obo:MONDO_0005371	rdfs:label	mood disorder	xsd:string
obo:SYMP_0020004	rdfs:label	ageusia	xsd:string
bmir-radx:nih_no_sympt_value	rdfs:label	nih_no_sympt value	xsd:string
bmir-radx:nih_nicotine_yn	rdfs:label	nih_nicotine_yn Data Element	xsd:string
obo:MONDO_0100081	rdfs:label	sleep disorder	xsd:string
bmir-radx:nih_sweating_0	rdfs:label	nih_sweating Value, 0 (No)	xsd:string
bmir-radx:nih_chf	rdfs:label	nih_chf Data Element	xsd:string
obo:MONDO_0002280	rdfs:label	anemia	xsd:string
obo:GO_0022414	rdfs:label	reproductive process	xsd:string
bmir-radx:nih_walk_climb	rdfs:label	nih_walk_climb Data Element	xsd:string
bmir-radx:nih_employment_2	rdfs:label	nih_employment Value, 2 (Student)	xsd:string
bmir-radx:nih_seasonal_allergies_value	rdfs:label	nih_seasonal_allergies value	xsd:string
bmir-radx:nih_mental_health_disorder_value	rdfs:label	nih_mental_health_disorder value	xsd:string
evs:C36280	rdfs:label	Nervous System Finding	xsd:string
obo:GO_0032501	rdfs:label	multicellular organismal process	xsd:string
bmir-radx:nih_alz_value	rdfs:label	nih_alz value	xsd:string
bmir-radx:nih_anemia_value	rdfs:label	nih_anemia value	xsd:string
obo:BFO_0000015	rdfs:label	process	xsd:string
bmir-radx:nih_chronic_kidney_disease_treatment_3	rdfs:label	nih_chronic_kidney_disease_treatment Value, 3 (Yes, I've Had A Kidney Transplant And My Kidney Function Is Now Normal)	xsd:string
obo:BFO_0000004	rdfs:label	independent continuant	xsd:string
bmir-radx:nih_chd_97	rdfs:label	nih_chd Value, 97 (Other)	xsd:string
bmir-radx:nih_premature_birth_4	rdfs:label	nih_premature_birth Value, 4 (Yes, But Not Sure How Many Weeks)	xsd:string
bmir-radx:nih_alc_sub_abuse	rdfs:label	nih_alc_sub_abuse Data Element	xsd:string
obo:SYMP_0000016	rdfs:label	confusion	xsd:string
bmir-radx:nih_seasonal_allergies_0	rdfs:label	nih_seasonal_allergies Value, 0 (No)	xsd:string
bmir-radx:nih_ethnicity_97	rdfs:label	nih_ethnicity Value, 97 (Other)	xsd:string
bmir-radx:nih_employment_value	rdfs:label	nih_employment value	xsd:string
bmir-radx:nih_cholesterol_value	rdfs:label	nih_cholesterol value	xsd:string
bmir-radx:nih_mental_health_disorder_0	rdfs:label	nih_mental_health_disorder Value, 0 (No)	xsd:string
obo:MONDO_0005084	rdfs:label	mental disorder	xsd:string
bmir-radx:nih_anemia_0	rdfs:label	nih_anemia Value, 0 (No)	xsd:string
bmir-radx:nih_alz_0	rdfs:label	nih_alz Value, 0 (No)	xsd:string
bmir-radx:nih_headache_99	rdfs:label	nih_headache Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_fibromyalgia_value	rdfs:label	nih_fibromyalgia value	xsd:string
obo:MONDO_0005172	rdfs:label	skeletal system disorder	xsd:string
bmir-radx:nih_alc_sub_abuse_98	rdfs:label	nih_alc_sub_abuse Value, 98 (Don’t know)	xsd:string
evs:C18272	rdfs:label	Substance Abuse	xsd:string
bmir-radx:nih_psoriasis_97	rdfs:label	nih_psoriasis Value, 97 (Other)	xsd:string
obo:MONDO_0005271	rdfs:label	allergic disease	xsd:string
obo:MONDO_0005381	rdfs:label	bone disorder	xsd:string
bmir-radx:nih_coronary_artery_disease_angina_99	rdfs:label	nih_coronary_artery_disease_angina Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_arrhythmia_99	rdfs:label	nih_arrhythmia Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_history_smoking_99	rdfs:label	nih_history_smoking Value, 99 (Prefer not to answer)	xsd:string
obo:MONDO_0002081	rdfs:label	musculoskeletal system disorder	xsd:string
bmir-radx:nih_alcohol_frequency_4	rdfs:label	nih_alcohol_frequency Value, 4 (Four Or More Times Per Week)	xsd:string
bmir-radx:nih_employment_1	rdfs:label	nih_employment Value, 1 (No - Not Employed)	xsd:string
bmir-radx:nih_cholesterol_1	rdfs:label	nih_cholesterol Value, 1 (Yes)	xsd:string
bmir-radx:nih_walk_climb_99	rdfs:label	nih_walk_climb Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_chf_99	rdfs:label	nih_chf Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_chronic_kidney_disease_treatment_2	rdfs:label	nih_chronic_kidney_disease_treatment Value, 2 (Yes And On Dialysis)	xsd:string
bmir-radx:nih_fibromyalgia_1	rdfs:label	nih_fibromyalgia Value, 1 (Yes)	xsd:string
bmir-radx:nih_nicotine_yn_99	rdfs:label	nih_nicotine_yn Value, 99 (Prefer not to answer)	xsd:string
obo:BFO_0000003	rdfs:label	occurrent	xsd:string
bmir-radx:nih_no_sympt_0	rdfs:label	nih_no_sympt Value, 0 (No)	xsd:string
bmir-radx:nih_heart_condition_99	rdfs:label	nih_heart_condition Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_migraines_1	rdfs:label	nih_migraines Value, 1 (Yes)	xsd:string
bmir-radx:nih_premature_birth_3	rdfs:label	nih_premature_birth Value, 3 (Yes, Less Than 28 Weeks)	xsd:string
obo:MONDO_0008383	rdfs:label	rheumatoid arthritis	xsd:string
obo:SYMP_0000488	rdfs:label	skin and integumentary tissue symptom	xsd:string
bmir-radx:nih_chronic_kidney_disease_treatment_value	rdfs:label	nih_chronic_kidney_disease_treatment value	xsd:string
obo:MONDO_0005083	rdfs:label	psoriasis	xsd:string
obo:SYMP_0000598	rdfs:label	respiratory abnormality	xsd:string
bmir-radx:nih_psoriasis	rdfs:label	nih_psoriasis Data Element	xsd:string
bmir-radx:nih_cancer_99	rdfs:label	nih_cancer Value, 99 (Prefer not to answer)	xsd:string
obo:SYMP_0000587	rdfs:label	abnormal chest sound	xsd:string
bmir-radx:nih_olfactory_1	rdfs:label	nih_olfactory Value, 1 (Yes)	xsd:string
bmir-radx:nih_headache_98	rdfs:label	nih_headache Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_alc_sub_abuse_97	rdfs:label	nih_alc_sub_abuse Value, 97 (Other)	xsd:string
obo:SYMP_0000543	rdfs:label	memory loss	xsd:string
bmir-radx:nih_migraines_value	rdfs:label	nih_migraines value	xsd:string
obo:MONDO_0005391	rdfs:label	restless legs syndrome	xsd:string
bmir-radx:nih_coronary_artery_disease_99	rdfs:label	nih_coronary_artery_disease Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_lifetime_use_alcohol_99	rdfs:label	nih_lifetime_use_alcohol Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_ethnicity	rdfs:label	nih_ethnicity Data Element	xsd:string
bmir-radx:nih_coronary_artery_disease_angina_98	rdfs:label	nih_coronary_artery_disease_angina Value, 98 (Don’t know)	xsd:string
obo:GSSO_001811	rdfs:label	physical disability	xsd:string
bmir-radx:nih_arrhythmia_98	rdfs:label	nih_arrhythmia Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_history_smoking_98	rdfs:label	nih_history_smoking Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_age	rdfs:label	nih_age Data Element	xsd:string
obo:MONDO_0800064	rdfs:label	osteogenesis imperfecta and a reduction of bone mineral density.	xsd:string
obo:PATO_0000001	rdfs:label	characteristic	xsd:string
bmir-radx:nih_copd_99	rdfs:label	nih_copd Value, 99 (Prefer not to answer)	xsd:string
obo:MONDO_0700096	rdfs:label	human disease	xsd:string
bmir-radx:nih_olfactory_value	rdfs:label	nih_olfactory value	xsd:string
bmir-radx:nih_chd	rdfs:label	nih_chd Data Element	xsd:string
bmir-radx:nih_pregnancy_1	rdfs:label	nih_pregnancy Value, 1 (Pregnant)	xsd:string
evs:C25190	rdfs:label	Person	xsd:string
bmir-radx:nih_thalassemia_99	rdfs:label	nih_thalassemia Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_obesity_1	rdfs:label	nih_obesity Value, 1 (Yes)	xsd:string
bmir-radx:nih_alcohol_frequency_3	rdfs:label	nih_alcohol_frequency Value, 3 (Two To Three Times Per Week)	xsd:string
bmir-radx:nih_muscle_ache_1	rdfs:label	nih_muscle_ache Value, 1 (Yes)	xsd:string
bmir-radx:nih_arthritis_99	rdfs:label	nih_arthritis Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_employment_0	rdfs:label	nih_employment Value, 0 (Yes - Employed)	xsd:string
bmir-radx:nih_cholesterol_0	rdfs:label	nih_cholesterol Value, 0 (No)	xsd:string
bmir-radx:nih_walk_climb_98	rdfs:label	nih_walk_climb Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_chf_98	rdfs:label	nih_chf Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_chronic_kidney_disease_treatment_1	rdfs:label	nih_chronic_kidney_disease_treatment Value, 1 (Yes, But Not On Dialysis)	xsd:string
bmir-radx:nih_fibromyalgia_0	rdfs:label	nih_fibromyalgia Value, 0 (No)	xsd:string
bmir-radx:nih_nicotine_yn_98	rdfs:label	nih_nicotine_yn Value, 98 (Don’t know)	xsd:string
obo:BFO_0000002	rdfs:label	continuant	xsd:string
bmir-radx:nih_pregnancy_value	rdfs:label	nih_pregnancy value	xsd:string
bmir-radx:nih_obesity_value	rdfs:label	nih_obesity value	xsd:string
bmir-radx:nih_muscle_ache_value	rdfs:label	nih_muscle_ache value	xsd:string
bmir-radx:nih_other_chronic_cond_1	rdfs:label	nih_other_chronic_cond Value, 1 (Yes)	xsd:string
bmir-radx:nih_heart_condition_98	rdfs:label	nih_heart_condition Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_migraines_0	rdfs:label	nih_migraines Value, 0 (No)	xsd:string
bmir-radx:nih_premature_birth_2	rdfs:label	nih_premature_birth Value, 2 (Yes, Between 28-32 Weeks)	xsd:string
bmir-radx:nih_alcohol_yrs_4	rdfs:label	nih_alcohol_yrs Value, 4 (Four Or More Times Per Week)	xsd:string
obo:SYMP_0000388	rdfs:label	nose symptom	xsd:string
obo:SYMP_0000146	rdfs:label	feces and droppings symptom	xsd:string
bmir-radx:nih_anxiety_1	rdfs:label	nih_anxiety Value, 1 (Yes)	xsd:string
bmir-radx:nih_fever_chills_1	rdfs:label	nih_fever_chills Value, 1 (Yes)	xsd:string
bmir-radx:nih_education_5	rdfs:label	nih_education Value, 5 (Other advanced degree (Master's,Doctorate or Professional Doctorate))	xsd:string
obo:MONDO_0005093	rdfs:label	skin disorder	xsd:string
obo:SYMP_0000487	rdfs:label	rash	xsd:string
obo:SYMP_0000245	rdfs:label	decreased appetite	xsd:string
obo:SYMP_0000124	rdfs:label	seizure	xsd:string
bmir-radx:nih_other_chronic_cond_value	rdfs:label	nih_other_chronic_cond value	xsd:string
obo:SYMP_0000597	rdfs:label	head and neck symptom	xsd:string
bmir-radx:nih_cancer_98	rdfs:label	nih_cancer Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_olfactory_0	rdfs:label	nih_olfactory Value, 0 (No)	xsd:string
obo:MONDO_0005071	rdfs:label	nervous system disorder	xsd:string
bmir-radx:nih_headache_97	rdfs:label	nih_headache Value, 97 (Other)	xsd:string
bmir-radx:nih_anxiety_value	rdfs:label	nih_anxiety value	xsd:string
obo:SYMP_0020045	rdfs:label	balance symptom	xsd:string
bmir-radx:nih_fever_chills_value	rdfs:label	nih_fever_chills value	xsd:string
obo:HP_0000598	rdfs:label	Abnormality of the ear	xsd:string
bmir-radx:nih_coronary_artery_disease_98	rdfs:label	nih_coronary_artery_disease Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_lifetime_use_alcohol_98	rdfs:label	nih_lifetime_use_alcohol Value, 98 (Don’t know)	xsd:string
obo:SYMP_0000410	rdfs:label	neurological and physiological symptom	xsd:string
obo:PATO_0000165	rdfs:label	time	xsd:string
bmir-radx:nih_coronary_artery_disease_angina_97	rdfs:label	nih_coronary_artery_disease_angina Value, 97 (Other)	xsd:string
bmir-radx:nih_heart_attack_99	rdfs:label	nih_heart_attack Value, 99 (Prefer not to answer)	xsd:string
obo:GSSO_001810	rdfs:label	mental disability	xsd:string
bmir-radx:nih_arrhythmia_97	rdfs:label	nih_arrhythmia Value, 97 (Other)	xsd:string
bmir-radx:nih_history_smoking_97	rdfs:label	nih_history_smoking Value, 97 (Other)	xsd:string
obo:PATO_0000011	rdfs:label	age	xsd:string
bmir-radx:nih_appetite_1	rdfs:label	nih_appetite Value, 1 (Yes)	xsd:string
bmir-radx:nih_cancer_active_treatment	rdfs:label	nih_cancer_active_treatment Data Element	xsd:string
bmir-radx:nih_copd_98	rdfs:label	nih_copd Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_pregnancy_0	rdfs:label	nih_pregnancy Value, 0 (Not Pregnant)	xsd:string
bmir-radx:nih_neurological_condition_1	rdfs:label	nih_neurological_condition Value, 1 (Yes)	xsd:string
bmir-radx:nih_disability	rdfs:label	nih_disability Data Element	xsd:string
bmir-radx:nih_liver_disease_99	rdfs:label	nih_liver_disease Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_thalassemia_98	rdfs:label	nih_thalassemia Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_obesity_0	rdfs:label	nih_obesity Value, 0 (No)	xsd:string
bmir-radx:nih_alcohol_frequency_2	rdfs:label	nih_alcohol_frequency Value, 2 (Two To Four Times Per Month)	xsd:string
bmir-radx:nih_muscle_ache_0	rdfs:label	nih_muscle_ache Value, 0 (No)	xsd:string
bmir-radx:nih_arthritis_98	rdfs:label	nih_arthritis Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_appetite_value	rdfs:label	nih_appetite value	xsd:string
bmir-radx:nih_neurological_condition_value	rdfs:label	nih_neurological_condition value	xsd:string
bmir-radx:nih_memory_99	rdfs:label	nih_memory Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_walk_climb_97	rdfs:label	nih_walk_climb Value, 97 (Other)	xsd:string
bmir-radx:nih_chf_97	rdfs:label	nih_chf Value, 97 (Other)	xsd:string
bmir-radx:nih_chronic_kidney_disease_treatment_0	rdfs:label	nih_chronic_kidney_disease_treatment Value, 0 (No)	xsd:string
bmir-radx:DomicileDataElement	rdfs:label	Domicile Section	xsd:string
bmir-radx:nih_nicotine_yn_97	rdfs:label	nih_nicotine_yn Value, 97 (Other)	xsd:string
obo:BFO_0000001	rdfs:label	entity	xsd:string
bmir-radx:nih_gestational_diabetes_99	rdfs:label	nih_gestational_diabetes Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_neurodegenerative_99	rdfs:label	nih_neurodegenerative Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_premature_birth_1	rdfs:label	nih_premature_birth Value, 1 (Yes, Between 32 - 37 Weeks)	xsd:string
bmir-radx:nih_thyroid	rdfs:label	nih_thyroid Data Element	xsd:string
bmir-radx:nih_alcohol_yrs_3	rdfs:label	nih_alcohol_yrs Value, 3 (Two To Three Times Per Week)	xsd:string
obo:SYMP_0000387	rdfs:label	head symptom	xsd:string
bmir-radx:nih_anxiety_0	rdfs:label	nih_anxiety Value, 0 (No)	xsd:string
bmir-radx:nih_fever_chills_0	rdfs:label	nih_fever_chills Value, 0 (No)	xsd:string
bmir-radx:nih_premature_birth_value	rdfs:label	nih_premature_birth value	xsd:string
bmir-radx:nih_othermh_1	rdfs:label	nih_othermh Value, 1 (Yes)	xsd:string
bmir-radx:nih_education_4	rdfs:label	nih_education Value, 4 (Bachelor's degree)	xsd:string
evs:C7062	rdfs:label	Neoplasm by Special Category	xsd:string
obo:SYMP_0000244	rdfs:label	alteration of appetite	xsd:string
bmir-radx:nih_immunocompromised	rdfs:label	nih_immunocompromised Data Element	xsd:string
evs:C19160	rdfs:label	Occupation or Discipline	xsd:string
obo:MONDO_0006170	rdfs:label	conjunctival disorder	xsd:string
obo:SYMP_0000233	rdfs:label	inability to think clearly	xsd:string
bmir-radx:nih_othermh_value	rdfs:label	nih_othermh value	xsd:string
obo:MONDO_0017181	rdfs:label	hypnic headache	xsd:string
bmir-radx:nih_cancer_97	rdfs:label	nih_cancer Value, 97 (Other)	xsd:string
obo:MONDO_0005070	rdfs:label	neoplasm	xsd:string
bmir-radx:nih_rash_toes_99	rdfs:label	nih_rash_toes Value, 99 (Prefer not to answer)	xsd:string
obo:SYMP_0000662	rdfs:label	shakes	xsd:string
bmir-radx:nih_coronary_artery_disease_97	rdfs:label	nih_coronary_artery_disease Value, 97 (Other)	xsd:string
bmir-radx:nih_lifetime_use_alcohol_97	rdfs:label	nih_lifetime_use_alcohol Value, 97 (Other)	xsd:string
bmir-radx:nih_heart_attack_98	rdfs:label	nih_heart_attack Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_appetite_0	rdfs:label	nih_appetite Value, 0 (No)	xsd:string
bmir-radx:nih_copd_97	rdfs:label	nih_copd Value, 97 (Other)	xsd:string
bmir-radx:nih_neurological_condition_0	rdfs:label	nih_neurological_condition Value, 0 (No)	xsd:string
bmir-radx:nih_liver_disease_98	rdfs:label	nih_liver_disease Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_thalassemia_97	rdfs:label	nih_thalassemia Value, 97 (Other)	xsd:string
bmir-radx:nih_alcohol_frequency_1	rdfs:label	nih_alcohol_frequency Value, 1 (Monthly Or Less)	xsd:string
bmir-radx:nih_arthritis_97	rdfs:label	nih_arthritis Value, 97 (Other)	xsd:string
bmir-radx:nih_alcohol_frequency_value	rdfs:label	nih_alcohol_frequency value	xsd:string
bmir-radx:nih_memory_98	rdfs:label	nih_memory Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_chronic_lung	rdfs:label	nih_chronic_lung Data Element	xsd:string
bmir-radx:nih_ibd_1	rdfs:label	nih_ibd Value, 1 (Yes)	xsd:string
bmir-radx:nih_ibd_value	rdfs:label	nih_ibd value	xsd:string
bmir-radx:nih_gestational_diabetes_98	rdfs:label	nih_gestational_diabetes Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_other_chronic_cond_0	rdfs:label	nih_other_chronic_cond Value, 0 (No)	xsd:string
bmir-radx:nih_heart_condition_97	rdfs:label	nih_heart_condition Value, 97 (Other)	xsd:string
bmir-radx:nih_premature_birth_0	rdfs:label	nih_premature_birth Value, 0 (No)	xsd:string
bmir-radx:nih_alcohol_yrs_2	rdfs:label	nih_alcohol_yrs Value, 2 (Two To Four Times Per Month)	xsd:string
bmir-radx:nih_dress_bathe_value	rdfs:label	nih_dress_bathe value	xsd:string
obo:SYMP_0000386	rdfs:label	mouth symptom	xsd:string
bmir-radx:nih_asthma	rdfs:label	nih_asthma Data Element	xsd:string
bmir-radx:nih_othermh_0	rdfs:label	nih_othermh Value, 0 (No)	xsd:string
bmir-radx:nih_education_3	rdfs:label	nih_education Value, 3 (Some college (graduated or not) associates degree,technical degree,or vocational degree)	xsd:string
bmir-radx:nih_dress_bathe_1	rdfs:label	nih_dress_bathe Value, 1 (Yes)	xsd:string
bmir-radx:SexDataElement	rdfs:label	Sex Section	xsd:string
bmir-radx:nih_cough_value	rdfs:label	nih_cough value	xsd:string
obo:SYMP_0000342	rdfs:label	slurred speech	xsd:string
bmir-radx:nih_cough_1	rdfs:label	nih_cough Value, 1 (Yes)	xsd:string
bmir-radx:nih_rash_toes_98	rdfs:label	nih_rash_toes Value, 98 (Don’t know)	xsd:string
obo:SYMP_0000551	rdfs:label	disturbances of sensation of smell and taste	xsd:string
obo:SYMP_0000892	rdfs:label	sensation perception	xsd:string
obo:PATO_0001241	rdfs:label	physical object quality	xsd:string
bmir-radx:nih_heart_attack_97	rdfs:label	nih_heart_attack Value, 97 (Other)	xsd:string
bmir-radx:nih_cf_99	rdfs:label	nih_cf Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_lupus_99	rdfs:label	nih_lupus Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_liver_disease_97	rdfs:label	nih_liver_disease Value, 97 (Other)	xsd:string
bmir-radx:nih_alcohol_frequency_0	rdfs:label	nih_alcohol_frequency Value, 0 (Never)	xsd:string
bmir-radx:nih_insomnia	rdfs:label	nih_insomnia Data Element	xsd:string
bmir-radx:nih_blue_lips_99	rdfs:label	nih_blue_lips Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_diabetes_99	rdfs:label	nih_diabetes Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_memory_97	rdfs:label	nih_memory Value, 97 (Other)	xsd:string
bmir-radx:nih_ibd_0	rdfs:label	nih_ibd Value, 0 (No)	xsd:string
bmir-radx:nih_balance	rdfs:label	nih_balance Data Element	xsd:string
bmir-radx:nih_gestational_diabetes_97	rdfs:label	nih_gestational_diabetes Value, 97 (Other)	xsd:string
bmir-radx:nih_smoking_yn_value	rdfs:label	nih_smoking_yn value	xsd:string
bmir-radx:nih_smoking_yn_1	rdfs:label	nih_smoking_yn Value, 1 (Yes)	xsd:string
bmir-radx:nih_neurodegenerative_98	rdfs:label	nih_neurodegenerative Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_cig_smoke_freq_3	rdfs:label	nih_cig_smoke_freq Value, 3 (Every Day)	xsd:string
obo:MONDO_0019050	rdfs:label	inherited hemoglobinopathy	xsd:string
obo:SYMP_0000287	rdfs:label	arrhythmia	xsd:string
bmir-radx:nih_alcohol_yrs_1	rdfs:label	nih_alcohol_yrs Value, 1 (Monthly Or Less)	xsd:string
bmir-radx:nih_education_2	rdfs:label	nih_education Value, 2 (High school graduate or GED completed)	xsd:string
bmir-radx:nih_dress_bathe_0	rdfs:label	nih_dress_bathe Value, 0 (No)	xsd:string
bmir-radx:nih_t2dm_value	rdfs:label	nih_t2dm value	xsd:string
obo:SYMP_0000473	rdfs:label	nutrition, metabolism, and development symptom	xsd:string
obo:SYMP_0000462	rdfs:label	symptom	xsd:string
bmir-radx:nih_sex_99	rdfs:label	nih_sex Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_cough_0	rdfs:label	nih_cough Value, 0 (No)	xsd:string
bmir-radx:nih_rash_toes_97	rdfs:label	nih_rash_toes Value, 97 (Other)	xsd:string
obo:HP_0000364	rdfs:label	Hearing abnormality	xsd:string
obo:HP_0000001	rdfs:label	All	xsd:string
bmir-radx:nih_t2dm_1	rdfs:label	nih_t2dm Value, 1 (Yes)	xsd:string
bmir-radx:nih_confusion_99	rdfs:label	nih_confusion Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_cancer_past_yr_value	rdfs:label	nih_cancer_past_yr value	xsd:string
bmir-radx:nih_no_chronic_condition_99	rdfs:label	nih_no_chronic_condition Value, 99 (Prefer not to answer)	xsd:string
obo:GSSO_009639	rdfs:label	human parturition	xsd:string
bmir-radx:nih_cf_98	rdfs:label	nih_cf Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_lupus_98	rdfs:label	nih_lupus Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_cancer_past_yr_1	rdfs:label	nih_cancer_past_yr Value, 1 (Yes)	xsd:string
bmir-radx:nih_blue_lips_98	rdfs:label	nih_blue_lips Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_renal_99	rdfs:label	nih_renal Value, 99 (Prefer not to answer)	xsd:string
bmir-radx:nih_diabetes_98	rdfs:label	nih_diabetes Value, 98 (Don’t know)	xsd:string
bmir-radx:nih_osteoporosis_value	rdfs:label	nih_osteoporosis value	xsd:string
bmir-radx:nih_wheezing	rdfs:label	nih_wheezing Data Element	xsd:string
